company_name;founded;industry;location;about;stage;amount;Table
SuperK;2019;Retail;Small Towns, Andhra Pradesh;SuperK is a full-stack solution to empower small format retail stores in India.;Seed;744000;2021
Puresh Daily;2019;Milk startup;Ranchi;PUREandFRES-Milk delivers fresh milk directly from its farm to home. Fresh Milk without any trace of chemicals is packed and sealed in glass bottle.;Seed;93000;2021
MYFITNESS;2019;Fitness;Silvassa;A new age D2C health & fitness brand with a mission to deliver products that taste good, feel good and do good.;Seed;930000;2021
Indi Energy;2019;Renewables & Environment;Roorkee;Indi Energy is an energy storage startup involved in R&D of next generation battery technologies, with superior performance than current counterparts.;Seed;0;2021
IntelleWings;2019;IT startup;Panchkula;IntelleWings develops Sanctions & Anti-money laundering solutions with a clear, concise, and fresh perspective.;Seed;93000;2021
MSMEx;2019;EdTech;Andheri;MSMEx connects micro and small Business Owners with curated Business Experts over live video.;Pre-series A;930000;2021
InfyU Labs;2019;AgriTech;Gandhinagar;InfyU Labs is a team of dedicated professionals from various fields of engineering with a common goal of making chemical-free fruits and vegetables accessible to everyone.;Seed;186000;2021
LimeChat;2020;AI Chatbot;Faridabad, Haryana;Limechat provides a personalised shopping experience for D2C companies on chat platforms using L3 conversational AI.;Seed;6975000;2021
BlueLearn;2020;EdTech;Goa;Building India's largest student community. Learn, network, and grow together with 40,000+ students!;Pre-seed;372000;2021
MasterChow;2020;Hauz Khas;Food & Beverages;A ready-to-cook Asian cuisine brand;Seed;428730;2021
EduFund;2020;FinTech;Gujarat;Changing the way Indians evaluate and plan higher education;Pre-seed;279000;2021
Supersourcing;2020;Software company;Indore;Build your next app or website with our exclusive network of certified IT companies.;Seed;186000;2021
YourPhysio;2020;HealthTech;Nagpur;YourPhysio is a healthcare company on a mission to deliver 10x better patient experience in the domain of physiotherapy.;Pre-seed;325500;2021
Anvidha Technologies;2020;Tech Startup;Haryana;Anvidha Technologies Private Limited is a HARYANA based private ltd.;Seed;1395000;2021
Sarathi;2020;HealthCare;Jodhpur;Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.;Seed;93000;2021
Buyofuel;2020;Oil & Energy;Coimbatore;Green Fuels Marketplace;Seed;93000;2021
Valuationary;2020;E-learning;Surat;EdTech platform upskilling candidates to bag deserving finance job roles.;Pre-seed;93000;2021
GENLEAP;2021;Professional Training & Coaching;Haryana;GenLeap is India’s first self-discovery and career lifecycle management platform.;Seed;7440000;2021
Inzpira;2021;E-learning;Trivandrum;Inzpira is India's only Live online 1:1 platform for Language Learning & Test Preparation that lets users instantly connect with expert trainers and learn anytime, from anywhere.;Seed;279000;2021
Coinshift;2021;Blockchain;Chandigarh;CoinShift helps businesses and decentralised autonomous organisations (DAO's) manage their crypto easily;Seed;2325000;2021
E42;2012;Computer Software;Pune;E42 is the world’s leading Natural Language Processing- based AI platform driving enterprise cognition across processes.;Series A;5022000;2021
AgroStar;2013;AgriTech;Pune;AgroStar is one of India’s foremost AgTech start-ups, working on the mission of #HelpingFarmersWin.;Series D;65100000;2021
EarnWealth;2014;Financial Services;Pune;EarnWealth is India's First Social Commerce FinTech which enables Financial Consultants, Mutual Fund Distributors, Insurance Agents, Real Estate Consultants, Housewives, Retired People and Students to earn quick money by selling Loans, Credit Cards;Pre-series A;465000;2021
Easebuzz;2015;E-commerce;Pune;Easebuzz is an easy to use portal which allows you to start an online business and sell your favorite products with a free online store.;Series A;3720000;2021
Pariksha;2015;EdTech;Pune;Pariksha - The Sucess App, India's largest vernacular test preparation company for the mobile 1st internet users of India.;Pre-series A;1860000;2021
Phi Commerce;2015;FinTech;Pune;Payments Facilitator, Payments solution provider etc.;Series A;3720000;2021
ExtraaEdge;2015;MarTech;Pune;Data Science powered - Admission & Marketing CRM Automation for Education Enrolments;Pre-series A;930000;2021
ElasticRun;2015;E-commerce;Pune;ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.;Series D;69750000;2021
QuickShift;2016;Logistics & Supply Chain;Pune;Helping D2C brands scale with our AI powered Dashboard that manages Inventory, Order Processing, WMS, Shipping, Customer Support;Seed;716100;2021
Spardha;2016;EdTech;Pune;Spardha School Of Music, Spardha Academy, Spardha Online are associated marks with Spardha Learnings Private Limited.;Pre-series A1;372000;2021
Fittr;2016;Health, Wellness & Fitness;Pune;FITTR’s mission is to reach out to 50 million people and make them fit, create jobs in the fitness industry, teach people how easy it is to stay fit and move together as a Wolfpack.;Series A;10230000;2021
Biddano;2016;Health, Wellness & Fitness;Pune;India's first tech-enabled healthcare logistics platform.;Pre-series A1;1860000;2021
SuperGaming;2017;Gaming;Pune;At SuperGaming, building India's best gaming company.;Series A;5115000;2021
Dista;2017;Computer Software;Pune;Dista is an AI-enabled location intelligence platform that offers a wide range of solutions for businesses to power their mobility and field operations.;Seed;1116000;2021
Vayana Network;2017;Financial Services;Pune;Vayana Network is an electronic network that connects Corporates and their Supply Chain to Financial Institutions for easy, quick and low-cost access to Trade Financing of their Payables and Receivables.;Series C;27900000;2021
Haber;2017;Industrial Automation;Pune;Real-time, automated insights to increase plant efficiency;Series B;18600000;2021
BatteryPool;2018;Automotive;Pune;Building the Operating System for managing Electric Vehicles in fleets.;Seed;0;2021
Greenjoules;2018;Renewable Energy;Pune;Greenjoules is a green energy technology startup that specializes in making renewable biofuels.;Series A;4185000;2021
Wiggles.in;2018;Veterinary;Pune;Wiggles India is a preventative healthcare brand for all things pets!;Pre-series A;5115000;2021
Proeon;2018;Food Production;Pune;Innovating plant protein ingredients with superior nutrition, sensory and functional profiles from farm to formulation.;Seed;1860000;2021
Gyde;2019;Computer software;Pune;Gyde is a SAAS product that enables enterprises & SAAS companies to guide their application (web & mobile) users with step-by-step voice assistance, byte-sized training videos & rich help articles.;Seed;232500;2021
Unbox Robotics;2019;Logistics & Supply Chain;Pune;Unbox Robotics is building software-defined robotics platforms to enable logistics players to automate and radically improve their operations on-demand in a limited footprint and capital.;Series A;6510000;2021
Zotalabs;2019;Tech Startup;Pune;Zotalabs gives the power of Emerging Technology to your digital automation with our easy to use APIs.;Seed;1162500;2021
Lio;2020;Computer Software;Pune;Lio is the one app for all data where you can create, keep records and track all the records;Seed;4650000;2021
The Good Glamm Group;2021;Information Technology & Services;Pune;South Asia’s largest Content-to-Commerce scale-up investing $100 million in fast-growing beauty & personal care brands.;Series D;139500000;2021
PayCardo;2021;Financial Services;Pune;A true Contactless & Cashless and secure payment system reducing cash dependency;Pre-seed;0;2021
4Fin;2021;Financial Services;Pune;4Fin is a Fintech Platform catering to needs of Smart Bharat.;Pre-seed;1023000;2021
Vedic Cosmeceuticals;2002;Cosmetics;Noida;One of india’s most trusted and technologically advanced white label manufacturer in the personal care space;Series A;29760000;2021
Lumiq;2013;Information Technology;Noida;Help enterprises monetize their data and reinvent the digital transformation journey.;Seed;1860000;2021
ConveGenius;2013;Education Management;Noida;An EdTech social enterprise focused on closing the gap in educational achievement for children and youth in India.;Pre-seed;4650000;2021
SupplyNote;2015;Food & Beverages;Noida;SupplyNote is Cloud based web and mobile enabled suite connecting outlets, service providers and suppliers.;Pre-series A;1116000;2021
Nivesh;2016;FinTech;Noida;Nivesh.com is a mass market mutual funds investment platform.;Pre-series A;1488000;2021
GramCover;2016;Insurance;Noida;GramCover is a tech-enabled insurance marketplace for rural India.;Series A;6510000;2021
SaaS Labs;2016;SaaS;Noida;Building high impact communication, workflow and productivity tools for sales and support teams throughout the globe.;Series A;15810000;2021
The Money Club;2016;Financial Services;Noida;The Money Club is a mobile platform for peer to peer chit funds.;Pre-series A;1581000;2021
Hemp Horizons;2017;Cannabis startup;Noida;Cannabis and Hemp company;Seed;186000;2021
Classplus;2017;EdTech;Noida;Classplus was born out of an urge to redefine classroom engagement in this country.;Series C;60450000;2021
Devnagri;2017;Translation & Localization;Noida;Devnagri is an AI powered human translation platform, working in all 22 Indian languages.;Seed;558000;2021
MyMobiForce;2018;Internet;Noida;Crowdsourcing platform imparting best-in-class services with immensely talented, skilled & qualified workforce pan-India;Pre-series A;1302000;2021
Biocraft Innovation Technology;2019;Environmental service;Noida;Innovation startup developing bamboo resources of India to be used in industrial use by developing injection moulding granules;Pre-seed;0;2021
Superplum;2019;AgriTech;Noida;Building India's most sophisticated platform for high quality fresh food;Pre-series A;3534000;2021
Unnati;2019;FinTech;Noida;Fintech powered digital agri ecosystem;Series A;6510000;2021
Glii;2020;Dating;Noida;India’s finest dating companionship application;Seed;9300;2021
Edukemy;2020;EdTech;Noida;Edukemy is the first EdTech company in the country, in the non –STEM segment, offering an immersive learning experience to the students, supported by cutting-edge technology and an AI-based evaluation system.;Pre-series A;1860000;2021
Awon GameZ;2020;Gaming;Noida;An online platform on which developers can host their games and gamers can come together as a community to enjoy experiences, compete, challenge and win!;Seed;1860000;2021
ByteLearn;2021;E-learning;Noida;AI powered teaching assistant for 100 Mn teachers across the world;Seed;8835000;2021
Kale Logistics;2010;Logistics;Thane;Kale Logistics Solutions is a global IT solutions provider focused on providing cutting-edge technology solutions to the Logistics industry.;Series A;4650000;2021
MedPrime Technologies;2014;Healthcare;Thane;MedPrime Technologies is a medical device company, dedicated to developing the best, customer-centric solutions for the healthcare needs of the world.;Seed;0;2021
infra.market;2016;Construction;Thane;Infra.Market is a Construction Solutions company that leverages technology to provide an enhanced procurement experience for all players in the construction ecosystem.;Series D;116250000;2021
Infra.Market;2016;Construction;Thane;Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.;Series C;93000000;2021
Infra.Market;2016;E-commerce;Thane;Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.;Debt;5580000;2021
Yodacart;2019;E-commerce;Thane;YODACART is an e-commerce startup offering real-time product discovery using AI/ML for appliances based on consumers’ needs with an AR-enabled browsing experience.;Pre-seed;209250;2021
SK Finance;1994;Financial Services;Jaipur;SK Finance is a leading player in vehicle financing and small business loans lending space with AUM over 4000cr.;Series F;49290000;2021
CarDekho;2008;Automotive;Jaipur;Redefining the country’s personal mobility ecosystem with technologically enhanced solutions.;Series E;232500000;2021
Haqdarshak;2015;Finance;Jaipur;Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.;Pre-series A;744000;2021
Toppersnotes;2015;Education Management;Jaipur;Toppersnotes is an edtech company, primarily operating in the test preparation industry.;Seed;930000;2021
Fabriclore;2016;Apparel & Fashion;Jaipur;India's top brand of artisanal & contemporary fabrics, offering the largest catalog of both curated & original designs.;Pre-series A;651000;2021
